,항목명,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드
163,      기타포괄손익-공정가치금융자산평가손익,CSA 코스믹,코스닥시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
164,      지배기업소유주지분,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00261054
165,      지분법이익잉여금,E1,유가증권시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax
166,   기타포괄손익-공정가치금융자산평가손익,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00261054
167,   당기손익 재분류되지 않는항목,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00261054
168,당기손익으로재분류되지않는항목,EG,코스닥시장상장법인,467,기타 전문 도매업,12,2020-03-31,1분기보고서,KRW,entity00261054
169,연결기타포괄손익,삼본전자,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncome
170,      계속사업기본주당손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705
171,      보험수리적 손익,경방,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans
172,      중단사업기본주당손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705
173,   기본주당손익,KCC건설,코스닥시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,ifrs-full_BasicEarningsLossPerShare
174,   보험수리적손익,코위버,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax
175,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
176,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
177,   지배기업의 소유주지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
178,   지배기업의 소유주지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
179,   해외사업장환산외환차이,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705
180,금융비용,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_FinanceCosts
181,기타비용,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherLosses
182,기타수익,AJ네트웍스,유가증권시장상장법인,763,산업용 기계 및 장비 임대업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
183,대손상각비,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705
184,지배지분에 대한 주당손익,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705
185,후속기간에 당기손익으로 재분류되는 항목,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705
186,후속기간에 당기손익으로 재분류되지 않는 항목,EMW,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,entity00479705
187,이자수익,드림텍,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
188,지분법이익(손실),뉴보텍,코스닥시장상장법인,222,플라스틱제품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
189,관리비,고려산업,유가증권시장상장법인,106,"곡물가공품, 전분 및 전분제품 제조업",12,2020-03-31,1분기보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses
190,기본주당이익 및 희석주당이익,GRT,코스닥시장상장법인,649,기타 금융업,6,2020-09-30,1분기보고서,CNY,entity01170962
191,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
192,      파생상품평가손실,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030
193,      해외사업환산손실,CS,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax
194,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
195,   비지배지분에 귀속되는 당기순이익,S&T모티브,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToNoncontrollingInterests
196,   지배기업의 소유주에게 귀속되는 당기순이익,S&T모티브,유가증권시장상장법인,303,자동차 신품 부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
197,   지배기업의 소유주에게 귀속되는 지분,DB하이텍,유가증권시장상장법인,261,반도체 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent
198,   지분법손실,AP위성,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_LossesOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
199,   지분법이익,RFHIC,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_ProfitsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
200,관계회사지분증권손익,GS건설,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity00120030
201,      기타포괄손익-공정가치측정금융자산평가손익,DSR,유가증권시장상장법인,242,1차 비철금속 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments
202,관계기업관련손익,ITX엠투엠,코스닥시장상장법인,265,영상 및 음향기기 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost
203,      지분법자본변동,CJ ENM,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax
204,      지분법자본조정 재분류조정,GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00140177
205,   비지배지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests
206,   지배기업의 소유주지분,3S,코스닥시장상장법인,292,특수 목적용 기계 제조업,3,2020-06-30,1분기보고서,KRW,ifrs-full_ProfitLossAttributableToOwnersOfParent
207,매출채권및기타채권 손상차손(환입),GS리테일,유가증권시장상장법인,471,종합 소매업,12,2020-03-31,1분기보고서,KRW,entity00140177
208,지분법손익,KTis,유가증권시장상장법인,639,기타 정보 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
209,      기타포괄손익-공정가치측정 지분상품의 공정가치변동,GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,entity00207755
210,   관계기업손익에 대한 지분,GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,entity00207755
211,   관계기업투자주식처분손익,GS홈쇼핑,코스닥시장상장법인,602,텔레비전 방송업,12,2020-03-31,1분기보고서,KRW,entity00207755
212,관계기업손익,대림비앤코,유가증권시장상장법인,232,"내화, 비내화 요업제품 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
213,관계기업및공동기업지분법이익,GV,코스닥시장상장법인,284,전구 및 조명장치 제조업,12,2020-03-31,1분기보고서,KRW,entity00455112
214,      관계기업 기타포괄손익과 관련한 법인세,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00164636
215,      기타포괄손익관련 법인세효과,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00164636
216,      순확정급여부채의 재측정요소 관련 법인세효과,HDC,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,entity00164636
217,   기타매출원가,CS,코스닥시장상장법인,264,통신 및 방송 장비 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherCostOfSales
218,관계기업 지분법손익,참좋은여행,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
219,      관계기업 기타포괄손익 지분해당액,HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax
220,      기타포괄손익-공정가치 측정 금융자산 평가손익,경농,유가증권시장상장법인,203,"비료, 농약 및 살균, 살충제 제조업",12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRevaluation
221,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
222,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
223,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
224,      법인세효과,GST,코스닥시장상장법인,292,특수 목적용 기계 제조업,12,2020-03-31,1분기보고서,KRW,dart_IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss
225,      파생상품평가손익,CJ,유가증권시장상장법인,649,기타 금융업,12,2020-03-31,1분기보고서,KRW,ifrs-full_GainsLossesOnChangeInValueOfTimeValueOfOptionsNetOfTax
226,대손상각비(환입),HDC아이콘트롤스,유가증권시장상장법인,423,전기 및 통신 공사업,12,2020-03-31,1분기보고서,KRW,entity00350312
227,이자수익,드림텍,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
228,지분법이익,남화산업,코스닥시장상장법인,911,스포츠 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
229,      순확정급여부채의 재측정요소 관련 법인세효과,HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357935
230,      재분류되지 않는 항목과 관련한 법인세,HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357935
231,관계기업 지분법손익,참좋은여행,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
232,대손상각비,HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357935
233,이자비용,HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,12,2020-03-31,1분기보고서,KRW,entity00357935
234,이자수익,드림텍,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
235,관계기업 지분법손익,참좋은여행,코스닥시장상장법인,752,여행사 및 기타 여행보조 서비스업,12,2020-03-31,1분기보고서,KRW,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates
236,대손상각비,HDC현대산업개발,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity01310269
237,이자비용,HDC현대산업개발,유가증권시장상장법인,411,건물 건설업,12,2020-03-31,1분기보고서,KRW,entity01310269
238,이자수익,드림텍,유가증권시장상장법인,262,전자부품 제조업,12,2020-03-31,1분기보고서,KRW,ifrs-full_FinanceIncome
239,      지분법 이익잉여금 변동,HMM,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,entity00164645
240,      표시통화환산손익,HMM,유가증권시장상장법인,501,해상 운송업,12,2020-03-31,1분기보고서,KRW,entity00164645
241,공동기업 및 관계기업투자손익,기아자동차,유가증권시장상장법인,301,자동차용 엔진 및 자동차 제조업,12,2020-03-31,1분기보고서,KRW,dart_OtherGains
242,      비지배지분,HRS,코스닥시장상장법인,202,합성고무 및 플라스틱 물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00230911
243,      비지배지분,HRS,코스닥시장상장법인,202,합성고무 및 플라스틱 물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00230911
244,      지배기업 소유주지분,HRS,코스닥시장상장법인,202,합성고무 및 플라스틱 물질 제조업,12,2020-03-31,1분기보고서,KRW,entity00230911
